,REG,Week,HVO,Diesel,CLASS,miles,GB,IE,AT,BE,DE,DK,ES,FR,IT,NL,NO,PT,SE,CH,LU,PL,HR,SI,fuel,mpg
359,truck16,9,399.23,366.44,HGV,1269.9875,174.0965909090909,0.0,0.0,0.0,456.4,133.9,0.0,0.0,0.0,299.6909090909091,0.0,0.0,205.9,0.0,0.0,0.0,0.0,0.0,765.6700000000001,7.540425344959316
360,truck16,10,596.87,0.0,HGV,961.6,961.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.87,7.3240741602023895
361,truck16,11,0.0,324.27,HGV,664.8755681818183,58.50113636363637,0.0,0.0,0.0,567.3744318181818,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.27,9.321195829881528
362,truck16,12,0.0,647.69,HGV,1785.4920454545454,68.10000000000001,0.0,613.0999999999999,0.0,383.5471590909091,0.0,0.0,0.0,429.03920454545454,291.7056818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.69,12.532241555250899
363,truck16,13,340.42,0.0,HGV,724.3869318181818,117.8,0.0,0.0,283.5,0.0,0.0,0.0,219.8,0.0,103.28693181818181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.42,9.673721246898884
364,truck16,14,129.02,446.49,HGV,1404.9681818181816,58.86818181818182,0.0,0.0,0.0,218.1,207.1,0.0,0.0,0.0,12.100000000000001,0.0,0.0,908.8,0.0,0.0,0.0,0.0,0.0,575.51,11.098176924261642
365,truck16,15,667.12,547.81,HGV,1621.5795454545455,117.18636363636364,0.0,0.0,0.0,688.9,239.5,0.0,0.0,0.0,333.5931818181818,0.0,0.0,242.4,0.0,0.0,0.0,0.0,0.0,1214.9299999999998,6.067713000580656
366,truck16,16,0.0,1745.04,HGV,1918.6573863636363,0.0,0.0,0.0,0.0,975.3573863636364,0.0,0.0,0.0,0.0,943.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1745.04,4.998389238970949
367,truck16,17,0.0,367.78,HGV,1246.284659090909,59.4,0.0,0.0,0.0,795.447159090909,0.0,0.0,0.0,0.0,391.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.78,15.405193936175406
368,truck16,18,283.56,320.85,HGV,726.1522727272727,183.85340909090908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.2988636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.4100000000001,5.4617785700480255
369,truck16,19,331.0,0.0,HGV,658.5301136363636,658.5301136363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,9.044523154988328
370,truck16,21,341.1,0.0,HGV,765.26875,117.30795454545455,0.0,0.0,0.0,261.5409090909091,0.0,0.0,0.0,0.0,386.41988636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.1,10.199298187298446
371,truck16,22,0.0,354.86,HGV,1495.6971590909093,58.3,0.0,0.0,78.2,0.0,0.0,0.0,630.7,718.4971590909091,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.86,19.161285853496008
372,truck16,23,0.0,408.12,HGV,1308.3153409090908,58.2,0.0,0.0,165.2,359.29999999999995,0.0,0.0,318.2,0.0,407.4153409090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.12,14.57345704242235
374,truck16,25,284.85,179.53,HGV,1572.1176136363636,58.53806818181818,0.0,0.0,0.0,547.5460227272727,161.4,0.0,0.0,0.0,553.3335227272727,0.0,0.0,251.3,0.0,0.0,0.0,0.0,0.0,464.38,15.390387532142075
375,truck16,26,0.0,635.14,HGV,1411.7653409090908,59.003977272727276,0.0,0.0,0.0,298.9,273.7,0.0,0.0,0.0,11.0,0.0,0.0,769.1613636363636,0.0,0.0,0.0,0.0,0.0,635.14,10.104878134983483
376,truck16,27,295.65,286.58,HGV,1026.402840909091,73.3,0.0,0.0,0.0,167.7443181818182,276.6,0.0,0.0,0.0,310.55852272727276,0.0,0.0,198.2,0.0,0.0,0.0,0.0,0.0,582.23,8.014220653398846
377,truck16,28,377.97,344.39,HGV,1458.4414772727273,149.46875,0.0,0.0,0.0,844.1,164.29999999999998,0.0,0.0,0.0,161.67272727272726,0.0,0.0,138.9,0.0,0.0,0.0,0.0,0.0,722.36,9.178534547060709
378,truck16,29,0.0,739.74,HGV,1347.7857954545455,58.47556818181818,0.0,0.0,0.0,0.0,0.0,0.0,625.5,654.6278409090909,9.182386363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,739.74,8.282850091732168
379,truck16,30,227.55,329.32,HGV,1300.0579545454545,58.099999999999994,0.0,0.0,43.1,0.0,0.0,0.0,618.5,458.29999999999995,122.05795454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556.87,10.613213975576967
380,truck16,31,0.0,393.24,HGV,1185.350568181818,297.66420454545454,0.0,0.0,0.0,540.5943181818182,0.0,0.0,0.0,0.0,347.0920454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.24,13.703362741597198
381,truck16,34,475.03999999999996,0.0,HGV,773.3482954545455,773.3482954545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.03999999999996,7.400873510615853
383,truck16,36,945.79,0.0,HGV,886.402840909091,886.402840909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945.79,4.26063617825142
384,truck16,37,370.66,0.0,HGV,1012.2539772727273,1012.2539772727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.66,12.415145102087555
385,truck16,38,479.07,0.0,HGV,994.7329545454546,792.5573863636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.1755681818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.07,9.439425422860012
386,truck16,39,305.33,0.0,HGV,707.6948863636363,58.3,0.0,0.0,0.0,456.7335227272727,0.0,0.0,0.0,0.0,192.66136363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.33,10.536942475187056
387,truck16,40,0.0,419.71,HGV,760.065340909091,117.5409090909091,0.0,0.0,0.0,306.1005681818182,0.0,0.0,0.0,0.0,336.42386363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.71,8.232649795462128
388,truck16,41,0.0,362.55,HGV,1288.5363636363636,116.8,0.0,0.0,0.0,580.6704545454545,0.0,0.0,0.0,0.0,591.0659090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.55,16.157225975351363
389,truck16,42,651.68,682.45,HGV,1407.2744318181817,175.5255681818182,0.0,0.0,0.0,747.9,0.0,0.0,0.0,0.0,483.8488636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1334.13,4.795331955464849
390,truck16,43,0.0,438.49,HGV,708.8914772727272,59.2,0.0,0.0,0.0,457.29999999999995,0.0,0.0,0.0,0.0,192.3914772727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.49,7.349505019304369
391,truck16,44,458.11,0.0,HGV,851.1159090909091,186.3,0.0,0.0,0.0,545.2357954545455,0.0,0.0,0.0,0.0,119.58011363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.11,8.44611452087728
392,truck16,45,274.1,335.26,HGV,1131.7034090909092,117.33977272727273,0.0,0.0,0.0,286.8846590909091,0.0,0.0,0.0,0.0,727.4789772727272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609.36,8.442998475505599
393,truck16,46,0.0,439.81,HGV,923.6096590909091,58.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,865.2096590909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.81,9.546878504573774
395,truck16,49,327.38,0.0,HGV,661.6323863636363,661.6323863636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.38,9.187611874041982
396,truck16,50,0.0,1084.04,HGV,1425.675,0.2369318181818182,0.0,0.0,0.0,205.2,122.1,0.0,0.0,0.0,207.42727272727274,0.0,0.0,890.7107954545454,0.0,0.0,0.0,0.0,0.0,1084.04,5.978789399607026
397,truck16,51,0.0,689.86,HGV,1173.0494318181818,0.0,0.0,0.0,0.0,222.2,229.10454545454547,0.0,0.0,0.0,347.54488636363635,0.0,0.0,374.2,0.0,0.0,0.0,0.0,0.0,689.86,7.7302471392664
398,truck17,1,513.55,0.0,HGV,579.0613636363637,579.0613636363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.55,5.12601513896142
399,truck17,2,0.0,360.01,HGV,839.2454545454545,117.0,0.0,0.0,0.0,435.1,0.0,0.0,0.0,0.0,287.1454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.01,10.597720531247871
400,truck17,3,620.87,99.84,HGV,1118.2625,1118.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.71,7.053769156283387
401,truck17,4,0.0,280.0,HGV,1181.9130681818183,1181.9130681818183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,19.18958278618101
402,truck17,5,581.94,640.0,HGV,1430.5994318181818,1430.5994318181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1221.94,5.3223838903664
403,truck17,6,190.05,0.0,HGV,513.7653409090909,380.95909090909095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.80625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.05,12.289521066316281
404,truck17,7,260.01,334.25,HGV,1632.5545454545456,116.9,0.0,0.0,85.39999999999999,0.0,0.0,0.0,1342.1738636363636,0.0,88.08068181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.26,12.48904501993312
405,truck17,8,500.0,96.62,HGV,1143.5522727272728,777.3369318181818,0.0,0.0,178.7,0.0,0.0,0.0,0.0,0.0,187.51534090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.62,8.713572376927907
406,truck17,9,580.28,290.01,HGV,1305.3744318181818,960.6551136363637,344.71931818181815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.29,6.818818613041996
407,truck17,10,0.0,342.72,HGV,1489.596590909091,169.80113636363635,0.0,0.0,0.0,309.4,444.6,0.0,0.0,0.0,442.9852272727273,0.0,0.0,122.81022727272727,0.0,0.0,0.0,0.0,0.0,342.72,19.759104125717524
408,truck17,11,0.0,590.16,HGV,1003.2176136363637,58.9,0.0,0.0,0.0,321.29375000000005,0.0,0.0,0.0,0.0,623.0238636363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.16,7.72793405377548
409,truck17,12,420.46000000000004,30.0,HGV,509.37613636363636,509.37613636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.46000000000004,5.14067788429908
410,truck17,13,305.08,230.0,HGV,1013.5693181818182,1013.5693181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.0799999999999,8.611380245371128
411,truck17,14,0.0,375.0,HGV,1384.497159090909,59.74090909090909,0.0,0.0,0.0,444.7,257.7,0.0,0.0,0.0,443.8,0.0,0.0,178.55624999999998,0.0,0.0,0.0,0.0,0.0,375.0,16.784129839924244
412,truck17,15,0.0,540.02,HGV,1311.3613636363634,58.1,0.0,0.0,248.3,615.9715909090909,0.0,0.0,81.1,0.0,307.8897727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.02,11.039529613002548
413,truck17,16,220.05,350.07,HGV,1332.8965909090907,119.14659090909092,0.0,0.0,103.8,0.0,0.0,0.0,914.0999999999999,0.0,195.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.12,10.628407814084595
414,truck17,17,195.07,280.19,HGV,1470.052840909091,60.050000000000004,0.0,0.0,0.0,696.9,245.9,0.0,0.0,0.0,291.2,0.0,0.0,176.0028409090909,0.0,0.0,0.0,0.0,0.0,475.26,14.06176097194885
415,truck17,18,0.0,338.06,HGV,1101.709659090909,58.6,0.0,0.0,0.0,680.6,0.0,0.0,0.0,0.0,362.5096590909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.06,14.815332379153379
416,truck17,19,0.0,250.04,HGV,749.1028409090909,116.70284090909091,0.0,0.0,104.0,427.0,0.0,0.0,0.0,0.0,101.39999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.04,13.61977657186214
417,truck17,20,160.01,280.0,HGV,882.2539772727273,119.1,0.0,0.0,0.0,435.6096590909091,0.0,0.0,0.0,0.0,327.5443181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.01,9.115260979386315
418,truck17,21,750.02,0.0,HGV,1150.190340909091,945.0306818181818,205.1596590909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.02,6.9716391654934675
419,truck17,22,0.0,193.01,HGV,754.6,58.7,0.0,0.0,139.0,0.0,0.0,0.0,501.0,0.0,55.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.01,17.77358434278017
420,truck17,23,0.0,939.0699999999999,HGV,2030.825,0.0,0.0,0.0,44.2,304.1090909090909,0.0,0.0,617.5,611.7159090909091,453.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939.0699999999999,9.831336560906005
421,truck17,24,0.0,620.75,HGV,1051.41875,58.548863636363635,0.0,0.0,332.0,0.0,0.0,0.0,469.1,0.0,191.76988636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.75,7.7001115830648414
422,truck17,25,500.02,301.13,HGV,1188.727840909091,142.53352272727273,0.0,0.0,0.0,478.0,231.39999999999998,0.0,0.0,0.0,336.7943181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,801.15,6.7453831994987326
423,truck17,26,228.03,290.55,HGV,1548.7948863636364,536.8000000000001,0.0,0.0,0.0,270.1,435.09488636363636,0.0,0.0,0.0,260.7,0.0,0.0,46.1,0.0,0.0,0.0,0.0,0.0,518.58,13.577386218035528
424,truck17,27,0.0,592.77,HGV,1614.261931818182,58.4,0.0,0.0,0.0,949.9,175.5,0.0,0.0,0.0,430.4619318181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.77,12.380147486578807
425,truck17,28,0.0,330.52,HGV,947.5704545454546,947.5704545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.52,13.03322209761753
426,truck17,29,972.04,201.02,HGV,1621.9579545454546,412.05795454545455,0.0,70.4,0.0,478.2,0.0,0.0,0.0,518.4,142.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1173.06,6.285754213407283
427,truck17,30,712.04,634.49,HGV,1438.8085227272727,145.45852272727274,0.0,0.0,43.1,0.0,0.0,0.0,623.0,504.28181818181815,122.96818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1346.53,4.8576363223138195
428,truck17,31,0.0,680.1099999999999,HGV,1728.0289772727274,0.0,0.0,0.0,0.0,563.2,230.39999999999998,0.0,0.0,0.0,188.6125,0.0,0.0,745.8164772727273,0.0,0.0,0.0,0.0,0.0,680.1099999999999,11.550742164193696
429,truck17,32,0.0,52.29,HGV,765.0880681818181,544.4653409090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.62272727272727,0.0,0.0,0.0,0.0,0.0,52.29,66.51671860548254
430,truck17,33,380.0,0.0,HGV,1074.7323863636361,58.73238636363636,0.0,0.0,0.0,0.0,0.0,135.8,692.6999999999999,0.0,187.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,12.857447774536482
431,truck17,34,740.16,545.6700000000001,HGV,1436.38125,304.97727272727275,0.0,0.0,0.0,0.0,0.0,277.0352272727273,854.36875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1285.83,5.078368397698375
433,truck17,36,400.0,500.03,HGV,1560.1602272727273,126.07159090909092,0.0,0.0,0.0,251.3,140.5,0.0,0.0,0.0,138.3,0.0,0.0,903.9886363636364,0.0,0.0,0.0,0.0,0.0,900.03,7.88043599391384
434,truck17,37,330.24,725.02,HGV,1799.7613636363637,117.35568181818181,0.0,0.0,0.0,892.4,226.4,0.0,0.0,0.0,563.6056818181819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1055.26,7.753422983543048
435,truck17,38,0.0,688.22,HGV,2230.6630681818183,3.2,0.0,0.0,0.0,474.40000000000003,428.09999999999997,0.0,0.0,0.0,363.2,0.0,0.0,961.7630681818182,0.0,0.0,0.0,0.0,0.0,688.22,14.734816000160825
436,truck17,39,251.14,275.53,HGV,1258.915340909091,967.3948863636364,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,169.52045454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526.67,10.866657379674958
437,truck17,40,449.13,100.0,HGV,1121.1795454545454,602.3159090909091,518.8636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.13,9.28192435269509
438,truck17,41,640.03,0.0,HGV,1103.8698863636364,1103.8698863636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.03,7.8407134848348745
439,truck17,42,205.08,379.05,HGV,1145.0897727272727,1145.0897727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.13,8.911853808052536
440,truck17,43,766.67,0.0,HGV,1449.9920454545454,1449.9920454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.67,8.597955232264802
441,truck17,44,0.0,336.34,HGV,809.33125,754.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.05625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.34,10.93920646462657
442,truck17,45,200.02,629.4300000000001,HGV,1586.0363636363636,155.43636363636364,0.0,0.0,0.0,280.7,249.3,0.0,0.0,0.0,10.8,0.0,0.0,889.8000000000001,0.0,0.0,0.0,0.0,0.0,829.45,8.692825429337073
443,truck17,46,0.0,545.0,HGV,1470.4215909090908,58.2,0.0,0.0,0.0,677.5,216.1,0.0,0.0,0.0,518.6215909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0,12.265447504983321
444,truck17,47,0.0,390.05,HGV,773.9522727272728,119.78522727272727,0.0,0.0,0.0,392.2431818181818,0.0,0.0,0.0,0.0,261.92386363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.05,9.020527336297214
445,truck17,48,0.0,658.69,HGV,1194.3727272727272,84.37272727272727,0.0,0.0,0.0,273.6,138.2,0.0,0.0,0.0,9.9,0.0,0.0,688.3,0.0,0.0,0.0,0.0,0.0,658.69,8.243218982719142
446,truck17,49,240.93,268.01,HGV,1168.1806818181817,70.60056818181819,0.0,0.0,0.0,241.4,266.8,0.0,0.0,0.0,364.78011363636364,0.0,0.0,224.6,0.0,0.0,0.0,0.0,0.0,508.94,10.434735952777965
447,truck17,50,0.0,300.03,HGV,1169.4585227272728,241.43295454545455,0.0,0.0,0.0,733.4943181818181,0.0,0.0,0.0,0.0,194.53125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.03,17.719773674583305
448,truck17,51,560.04,0.0,HGV,1146.605681818182,1146.605681818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.04,9.30750057863156
449,truck18,1,0.0,397.09000000000003,HGV,983.315909090909,57.9,0.0,0.0,0.0,0.0,0.0,0.0,924.415909090909,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.09000000000003,11.257504901052886
451,truck18,3,0.0,465.03,HGV,1539.3,56.0,0.0,0.0,0.0,1068.1,0.0,0.0,0.0,0.0,415.20000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.03,15.04805353848139
452,truck18,4,0.0,758.14,HGV,1170.0772727272727,58.882954545454545,0.0,0.0,0.0,721.5999999999999,0.0,0.0,0.0,0.0,389.59431818181815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758.14,7.01621941695825
454,truck18,6,0.0,50.01,HGV,1175.3113636363637,1175.3113636363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.01,106.84005673092656
457,truck18,9,0.0,775.3,HGV,2082.01875,0.0,0.0,0.0,45.900000000000006,1114.1,266.4125,0.0,207.7,0.0,447.90625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.3,12.208235030552691
458,truck18,10,0.0,932.03,HGV,1661.197159090909,0.0,0.0,0.0,149.2,309.4,444.6,0.0,5.5,0.0,635.1852272727273,0.0,0.0,117.31193181818182,0.0,0.0,0.0,0.0,0.0,932.03,8.102691751307995
459,truck18,11,0.0,895.12,HGV,1743.9835227272727,59.64659090909091,0.0,475.6,0.0,917.0,0.0,0.0,0.0,0.0,291.7369318181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.12,8.857254952224537
461,truck18,13,0.0,278.16,HGV,997.7630681818182,997.7630681818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.16,16.306876282106277
462,truck18,14,0.0,805.38,HGV,1768.8227272727272,58.02272727272727,0.0,0.0,215.1,0.0,0.0,0.0,851.6,316.9,229.0,0.0,0.0,0.0,0.0,98.2,0.0,0.0,0.0,805.38,9.98438912342903
463,truck18,15,0.0,440.02,HGV,1813.4465909090907,0.0,0.0,0.0,145.6,0.0,0.0,0.0,1110.1994318181817,338.2471590909091,219.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.02,18.73571976834214
464,truck18,16,0.0,1483.54,HGV,1974.3465909090908,58.30738636363636,0.0,0.0,273.79999999999995,0.0,0.0,0.0,1113.6090909090908,54.4,377.83011363636365,0.0,0.0,0.0,0.0,96.4,0.0,0.0,0.0,1483.54,6.050094566689074
465,truck18,17,0.0,430.01,HGV,852.7994318181818,852.7994318181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.01,9.015843745481078
466,truck18,18,0.0,580.06,HGV,1629.971590909091,0.0,0.0,0.0,0.0,863.9392045454546,0.0,0.0,0.0,0.0,766.0323863636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.06,12.774536340578408
467,truck18,19,0.0,236.01,HGV,822.2380681818182,822.2380681818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.01,15.83817744748393
468,truck18,20,0.0,410.01,HGV,1433.6909090909091,58.190909090909095,0.0,0.0,0.0,333.1,271.2,0.0,0.0,0.0,99.8,0.0,0.0,671.4,0.0,0.0,0.0,0.0,0.0,410.01,15.896412050703864
469,truck18,21,0.0,448.08,HGV,2274.2607954545456,0.0,0.0,0.0,0.0,658.1607954545455,312.6,0.0,0.0,682.8000000000001,419.5,0.0,0.0,201.2,0.0,0.0,0.0,0.0,0.0,448.08,23.073991830940805
470,truck18,22,0.0,415.41,HGV,1898.5113636363637,0.0,0.0,0.0,421.1,293.1431818181818,0.0,0.0,872.9681818181818,0.0,311.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.41,20.776590657696342
471,truck18,23,0.0,835.02,HGV,1750.0874999999999,58.2,0.0,0.0,173.9,0.0,0.0,0.0,274.20000000000005,661.5142045454545,373.67329545454544,0.0,0.0,0.0,0.0,208.6,0.0,0.0,0.0,835.02,9.527981704480133
472,truck18,24,0.0,425.0,HGV,1781.8113636363637,58.3,0.0,0.0,0.0,0.0,0.0,0.0,835.4000000000001,732.4113636363636,155.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,19.059470169679148
473,truck18,25,0.0,930.04,HGV,1506.1897727272728,58.1,0.0,0.0,443.7,353.4880681818182,0.0,0.0,363.5,0.0,287.40170454545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.04,7.362343838864703
474,truck18,26,0.0,632.6700000000001,HGV,679.7698863636364,679.7698863636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.6700000000001,4.884529190097308
475,truck18,27,0.0,370.01,HGV,1368.1136363636365,183.12897727272727,0.0,0.0,147.1,0.0,0.0,389.6,647.1846590909091,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.01,16.809188187174307
478,truck18,30,0.0,340.0,HGV,238.24261363636364,238.24261363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,3.1855069512533425
479,truck18,31,0.0,1038.1399999999999,HGV,1511.6,443.9,0.0,0.0,168.0,0.0,0.0,271.9,626.6,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1038.1399999999999,6.619405517560253
480,truck18,32,0.0,272.69,HGV,1262.928409090909,118.25511363636363,0.0,0.0,0.0,0.0,0.0,0.0,660.4,0.0,484.27329545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.69,21.0546269070523
483,truck18,35,0.0,390.0,HGV,1474.4,0.0,0.0,0.0,100.4,764.4,0.0,0.0,166.0,0.0,443.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,17.18655152820513
485,truck18,37,0.0,340.0,HGV,58.3,58.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0.7795207264705882
486,truck18,38,0.0,645.12,HGV,2231.3170454545457,3.3,0.0,0.0,0.0,474.6,428.2,0.0,0.0,0.0,363.0,0.0,0.0,962.2170454545454,0.0,0.0,0.0,0.0,0.0,645.12,15.723846892315315
487,truck18,39,0.0,1060.05,HGV,1877.4392045454547,58.2,0.0,0.0,599.0,0.0,0.0,0.0,1047.2,0.0,173.03920454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060.05,8.0515141676261
