,REG,Week,HVO,Diesel,CLASS,miles,GB,IE,AT,BE,DE,DK,ES,FR,IT,NL,NO,PT,SE,CH,LU,PL,HR,SI,fuel,mpg
1,truck1,2,720.7,0.0,HGV,1485.3369318181817,1485.3369318181817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.7,9.369328947369667
2,truck1,3,587.4200000000001,0.0,HGV,1045.7357954545455,1045.7357954545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.4200000000001,8.093032314796831
3,truck1,4,635.6899999999999,0.0,HGV,1442.5704545454546,1442.5704545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635.6899999999999,10.316435869220133
4,truck1,5,613.99,0.0,HGV,1070.3352272727273,1070.3352272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613.99,7.924950362957497
5,truck1,6,455.05999999999995,0.0,HGV,1209.7556818181818,1209.7556818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.05999999999995,12.08556719456076
6,truck1,7,570.1600000000001,0.0,HGV,670.9068181818182,670.9068181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.1600000000001,5.349380484545008
8,truck1,9,772.71,153.62,HGV,1443.509659090909,1443.509659090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,926.33,7.084219258899735
9,truck1,10,300.06,125.89,HGV,1311.1193181818182,1311.1193181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.95,13.99334762576167
10,truck1,11,913.5,0.0,HGV,1605.7329545454545,1605.7329545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,913.5,7.9910306812583975
11,truck1,12,714.89,0.0,HGV,1320.4306818181817,1320.4306818181817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,714.89,8.396811702928868
12,truck1,13,220.32,0.0,HGV,660.9056818181818,660.9056818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.32,13.637149196880983
13,truck1,14,237.18,200.0,HGV,783.3982954545454,783.3982954545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.18,8.146299366354716
14,truck1,15,465.54999999999995,0.0,HGV,891.4142045454545,891.4142045454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.54999999999995,8.704648697544938
15,truck1,16,309.99,0.0,HGV,1409.1357954545454,1409.1357954545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.99,20.665370329229827
16,truck1,17,762.51,0.0,HGV,1242.009659090909,1242.009659090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,762.51,7.404870350679455
17,truck1,18,616.8,315.63,HGV,1655.0863636363636,1655.0863636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,932.43,8.069422441216645
18,truck1,19,527.12,0.0,HGV,1039.665340909091,1039.665340909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.12,8.966482413214086
19,truck1,20,455.32,0.0,HGV,1120.081818181818,1120.081818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.32,11.183327665857378
21,truck1,22,348.46,0.0,HGV,581.88125,581.88125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.46,7.591357779407968
22,truck1,23,571.88,0.0,HGV,1058.85625,1058.85625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571.88,8.417248040782157
23,truck1,24,1012.28,0.0,HGV,1521.0676136363636,1521.0676136363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.28,6.831025277271246
24,truck1,25,391.69,0.0,HGV,1333.9340909090909,1333.9340909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.69,15.482101742043222
25,truck1,26,634.27,0.0,HGV,1258.8170454545455,1258.8170454545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.27,9.02249133991905
26,truck1,27,704.6700000000001,0.0,HGV,1343.522159090909,1343.522159090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.6700000000001,8.667564465950857
27,truck1,28,281.71,0.0,HGV,869.4153409090909,869.4153409090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.71,14.030174247110184
28,truck1,29,571.5699999999999,0.0,HGV,1552.0153409090908,1552.0153409090908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571.5699999999999,12.344247285815227
29,truck1,30,745.75,0.0,HGV,1588.0613636363635,1588.0613636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745.75,9.680817813762838
30,truck1,31,365.42999999999995,0.0,HGV,836.4073863636363,836.4073863636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.42999999999995,10.405230153719902
34,truck1,36,572.76,0.0,HGV,1201.6914772727273,1201.6914772727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.76,9.538022222073423
35,truck1,37,546.77,0.0,HGV,765.3556818181818,765.3556818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.77,6.3635089920017895
36,truck1,38,369.57,0.0,HGV,747.565909090909,747.565909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.57,9.195827322723954
37,truck1,39,426.56,0.0,HGV,865.378409090909,865.378409090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.56,9.222824765060228
38,truck1,40,465.31,0.0,HGV,984.4403409090909,984.4403409090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.31,9.618006037702628
39,truck1,41,481.99,0.0,HGV,1091.1238636363637,1091.1238636363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.99,10.291390454653907
40,truck1,42,680.9,0.0,HGV,1100.41875,1100.41875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680.9,7.347044610350273
41,truck1,43,354.8,0.0,HGV,1342.5181818181818,1342.5181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.8,17.201827737265553
42,truck1,44,460.64,0.0,HGV,1265.1232954545453,1265.1232954545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.64,12.48559474260367
43,truck1,45,784.92,0.0,HGV,1406.5227272727273,1406.5227272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784.92,8.146281028929412
44,truck1,46,541.06,0.0,HGV,1188.8522727272727,1188.8522727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.06,9.988965047356537
45,truck1,47,829.68,0.0,HGV,1170.747159090909,1170.747159090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829.68,6.41490930536061
46,truck1,48,381.90000000000003,0.0,HGV,752.6176136363637,752.6176136363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.90000000000003,8.959066266499441
47,truck1,49,408.61,0.0,HGV,1320.3761363636363,1320.3761363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.61,14.690166050173426
48,truck1,50,687.43,0.0,HGV,1223.5988636363636,1223.5988636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.43,8.091864710572185
49,truck1,51,516.38,0.0,HGV,582.7818181818182,582.7818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.38,5.130676238076963
50,truck10,1,263.01,0.0,HGV,172.97784090909087,171.27784090909088,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.01,2.989897086720691
51,truck10,2,263.12,0.0,HGV,1399.1630681818183,338.6909090909091,1060.4721590909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.12,24.174221771931755
52,truck10,3,274.05,350.0,HGV,1036.0352272727273,540.8352272727273,495.20000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624.05,7.547326955135444
53,truck10,4,262.81,320.0,HGV,1319.1267045454547,749.6880681818182,569.4386363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582.81,10.289577598646295
54,truck10,5,183.13,350.01,HGV,929.3528409090909,333.8534090909091,595.4994318181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.14,7.924600773771259
55,truck10,6,843.03,500.02,HGV,1428.427840909091,578.5625,849.865340909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1343.05,4.835085457189538
56,truck10,7,245.11,350.0,HGV,1091.9960227272727,337.4352272727273,754.5607954545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595.11,8.341839658147615
57,truck10,8,690.12,470.08000000000004,HGV,1516.065909090909,461.65170454545455,1054.4142045454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1160.2,5.940503420668066
58,truck10,9,292.44,340.0,HGV,1205.0681818181818,403.53863636363633,801.5295454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.44,8.662242126813322
59,truck10,10,337.45,419.39,HGV,1298.490909090909,364.0818181818182,934.4090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756.8399999999999,7.799609609572819
60,truck10,11,330.27,314.53,HGV,1092.6164772727273,168.2,924.4164772727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644.8,7.7033697908882965
61,truck10,12,354.15,120.02,HGV,1215.3727272727274,685.0403409090909,530.3323863636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.16999999999996,11.652347895748939
62,truck10,13,273.42,309.32,HGV,724.5869318181818,253.00397727272727,471.5829545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582.74,5.652670839258191
63,truck10,14,322.03,200.2,HGV,1350.3994318181817,700.7295454545455,649.6698863636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.23,11.755428361056081
64,truck10,15,525.28,730.0,HGV,1094.0255681818182,337.67840909090904,756.3471590909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1255.28,3.962095066643046
65,truck10,16,350.0,325.52,HGV,1498.460227272727,339.03011363636364,1159.4301136363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.52,10.08428329968361
66,truck10,17,550.26,522.17,HGV,1584.509659090909,338.8710227272727,1245.6386363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1072.4299999999998,6.7168239568984385
67,truck10,18,0.0,350.02,HGV,746.6278409090909,224.4,522.2278409090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.02,9.697266902686732
68,truck10,19,208.99,0.0,HGV,203.2965909090909,201.7965909090909,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.99,4.4222431645816025
69,truck10,20,157.45,325.0,HGV,806.103409090909,313.0034090909091,493.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.45,7.595851688328513
70,truck10,21,0.0,401.6,HGV,1273.7181818181818,339.78693181818187,933.93125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.6,14.418420042783412
71,truck10,22,509.94,227.39,HGV,980.6454545454545,495.4318181818182,485.21363636363634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737.3299999999999,6.046278456667362
72,truck10,23,475.75,50.01,HGV,1177.2022727272729,1170.409090909091,6.793181818181819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.76,10.178917148552054
73,truck10,24,900.03,555.03,HGV,1638.65625,462.2,1176.45625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1455.06,5.119705573352645
74,truck10,25,335.2,462.0,HGV,1459.1079545454547,373.28920454545454,1085.8187500000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797.2,8.320667437380264
75,truck10,26,366.06,340.01,HGV,1443.0982954545455,337.32670454545456,1105.771590909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706.0699999999999,9.291507541721014
76,truck10,27,163.99,295.14,HGV,929.3522727272727,497.35170454545454,432.00056818181815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.13,9.202010484008294
77,truck10,28,285.06,340.02,HGV,1143.5551136363636,401.0789772727273,742.4761363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.0799999999999,8.316862588070547
78,truck10,29,386.67,325.2,HGV,1373.6204545454545,395.02500000000003,978.5954545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,711.87,8.772110374372492
79,truck10,30,325.04,350.46,HGV,1410.1499999999999,378.59488636363636,1031.5551136363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.5,9.49025731088083
80,truck10,31,345.35,200.0,HGV,791.0727272727273,303.2539772727273,487.81875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.35,6.594458264834094
81,truck10,32,0.0,225.0,HGV,199.57272727272726,198.07272727272726,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,4.032335909898991
82,truck10,33,480.16,540.02,HGV,1224.6982954545454,233.57102272727272,991.1272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020.1800000000001,5.457457187930516
84,truck10,35,332.15,0.0,HGV,1033.8676136363638,504.27670454545455,529.5909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.15,14.15039957752864
85,truck10,36,322.02,300.07,HGV,1316.8744318181818,352.1005681818182,964.7738636363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.0899999999999,9.623414113302449
86,truck10,37,320.01,355.0,HGV,1400.615909090909,563.4028409090909,837.2130681818181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.01,9.432935776001973
87,truck10,38,0.0,310.03,HGV,789.9000000000001,170.7,619.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.03,11.58260971841435
88,truck10,39,0.0,638.91,HGV,947.8556818181818,4.5,943.3556818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.91,6.744357165417381
89,truck10,40,0.0,350.0,HGV,1224.0323863636363,177.9,1046.1323863636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,15.898746832353897
90,truck10,41,300.05,0.0,HGV,683.2801136363636,168.98011363636363,514.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.05,10.352450897520868
92,truck10,43,336.02,0.0,HGV,839.9306818181818,383.2977272727273,456.63295454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.02,11.363610717537108
96,truck10,47,340.18,0.0,HGV,1081.2375,373.42329545454544,707.8142045454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.18,14.449417915147864
97,truck10,48,326.53,0.0,HGV,628.3215909090909,396.68295454545455,231.63863636363638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.53,8.747761312026183
98,truck10,49,285.08,0.0,HGV,1139.5352272727273,182.6380681818182,956.8971590909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.08,18.17184545163559
99,truck10,50,182.01,341.1,HGV,1271.0005681818182,696.6005681818182,574.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.11,11.04563662137157
101,truck11,1,0.0,744.6099999999999,HGV,1166.6170454545454,13.653409090909092,0.0,0.0,137.6,0.0,0.0,457.0164772727273,546.947159090909,0.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.6099999999999,7.12258240444052
102,truck11,2,595.22,485.21,HGV,1297.821590909091,565.8,0.0,0.0,0.0,0.0,0.0,0.0,732.021590909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.43,5.460801492198392
104,truck11,4,1582.8000000000002,811.99,HGV,1229.5801136363636,189.4528409090909,0.0,0.0,0.0,0.0,0.0,0.0,778.1028409090909,262.0244318181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2394.79,2.334142809516132
106,truck11,6,1215.4299999999998,0.0,HGV,749.5306818181818,749.5306818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1215.4299999999998,2.80348019820707
107,truck11,7,0.0,551.97,HGV,1542.472727272727,73.17443181818182,0.0,0.0,0.0,364.38465909090905,0.0,0.0,472.9,631.7602272727272,0.2534090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.97,12.703987247001237
108,truck11,8,742.3100000000001,65.97,HGV,873.5431818181818,123.84318181818182,0.0,0.0,0.0,0.0,0.0,0.0,438.9,0.0,310.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,808.2800000000001,4.913156237234396
109,truck11,9,254.78,0.0,HGV,979.8840909090909,979.8840909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.78,17.484265903292684
110,truck11,10,675.48,593.04,HGV,1833.7005681818182,60.4,0.0,0.0,0.0,0.0,0.0,763.2,702.2761363636364,0.0,10.200000000000001,0.0,297.62443181818185,0.0,0.0,0.0,0.0,0.0,0.0,1268.52,6.571569873557912
111,truck11,11,0.0,600.0,HGV,1278.724431818182,58.0,0.0,0.0,124.2,0.0,0.0,358.3693181818182,517.7,0.0,220.45511363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,9.688660587073866
112,truck11,12,558.57,562.13,HGV,1528.19375,58.63636363636363,0.0,0.0,72.4,397.79999999999995,0.0,0.0,360.24886363636364,335.0,304.1085227272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1120.7,6.199077652304363
114,truck11,14,598.8,0.0,HGV,788.8460227272727,175.60965909090908,0.0,0.0,0.0,212.70000000000002,0.0,0.0,0.0,0.0,400.53636363636366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.8,5.988919531496707
115,truck11,15,0.0,238.8,HGV,761.0318181818182,57.9375,0.0,0.0,0.0,320.04375,0.0,0.0,0.0,0.0,383.05056818181816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.8,14.48793609010964
116,truck11,16,435.42,500.78,HGV,1707.102840909091,58.70284090909091,0.0,0.0,0.0,151.5,185.2,0.0,0.0,0.0,139.0,0.0,0.0,1172.7,0.0,0.0,0.0,0.0,0.0,936.2,8.289514157261706
117,truck11,17,0.0,531.72,HGV,1566.5897727272727,0.0,0.0,0.0,0.0,58.699999999999996,365.6,0.0,0.0,0.0,254.4255681818182,97.50625000000001,0.0,790.3579545454546,0.0,0.0,0.0,0.0,0.0,531.72,13.394000789697072
118,truck11,18,0.0,699.53,HGV,1075.1772727272728,58.0,0.0,0.0,0.0,680.2,0.0,0.0,0.0,0.0,336.97727272727275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.53,6.987338138139505
119,truck11,19,0.0,507.78,HGV,653.8670454545454,116.27954545454544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.5875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507.78,5.853988807496267
121,truck11,21,0.0,695.8499999999999,HGV,1551.2,58.9,0.0,0.0,141.7,0.0,0.0,0.0,1047.7,220.5,82.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695.8499999999999,10.134216868578001
122,truck11,22,1078.56,711.26,HGV,1207.4454545454546,129.9,0.0,0.0,0.0,0.0,0.0,0.0,316.79999999999995,552.1948863636364,208.5505681818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1789.82,3.066875834695414
123,truck11,23,0.0,500.0,HGV,1747.5,0.0,0.0,0.0,335.4,0.0,0.0,0.0,655.1,265.9,491.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,15.888584550000003
124,truck11,24,0.0,693.71,HGV,1942.581818181818,59.1,0.0,0.0,202.6,358.4,0.0,0.0,508.0,438.1988636363636,376.2829545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693.71,12.730322148762713
125,truck11,25,361.69,505.32,HGV,1549.7085227272728,58.9,0.0,0.0,0.0,360.1,161.6,0.0,0.0,0.0,247.73295454545456,0.0,0.0,721.3755681818182,0.0,0.0,0.0,0.0,0.0,867.01,8.125759123983839
126,truck11,26,0.0,638.58,HGV,1621.709659090909,0.0,0.0,0.0,0.0,295.9,256.2,0.0,0.0,0.0,837.4221590909091,0.0,0.0,232.1875,0.0,0.0,0.0,0.0,0.0,638.58,11.545050054960367
127,truck11,27,0.0,564.9,HGV,1097.3414772727274,58.099999999999994,0.0,0.0,0.0,423.7,278.9,0.0,0.0,0.0,336.6414772727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.9,8.830966748831251
128,truck11,28,0.0,503.5,HGV,1129.0954545454545,146.59488636363636,0.0,0.0,0.0,431.6005681818182,252.1,0.0,0.0,0.0,298.79999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.5,10.194577070416178
129,truck11,29,488.99,0.0,HGV,98.00454545454545,88.65397727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.350568181818183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.99,0.9111382319586384
130,truck11,30,0.0,423.73,HGV,967.9227272727273,103.25340909090909,0.0,0.0,0.0,423.3,0.0,0.0,0.0,0.0,441.3693181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.73,10.384593564834384
131,truck11,31,0.0,388.35,HGV,833.6897727272727,833.6897727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.35,9.759311803521893
