DATE,LITRES,REG,Country,Type
27/11/2024,86.51,truck39,GB,HVO
27/11/2024,180.76,truck43,GB,HVO
27/11/2024,148.78,0,GB,HVO
27/11/2024,191.07,truck7,GB,HVO
27/11/2024,214.68,truck9,GB,HVO
27/11/2024,200.11,truck20,GB,HVO
27/11/2024,64.57,truck30,GB,HVO
27/11/2024,86.58,truck41,GB,HVO
27/11/2024,124.19,truck34,GB,HVO
27/11/2024,225.01,truck45,GB,HVO
27/11/2024,119,truck8,GB,HVO
27/11/2024,58.71,truck24,GB,HVO
27/11/2024,37.74,truck30,GB,HVO
27/11/2024,242.86,truck27,GB,HVO
27/11/2024,285.11,truck28,GB,HVO
27/11/2024,70.97,truck29,GB,HVO
27/11/2024,164.74,truck41,GB,HVO
27/11/2024,113.2,truck22,GB,HVO
27/11/2024,46.45,truck32,GB,HVO
28/11/2024,331.27,truck44,GB,HVO
28/11/2024,145.36,truck39,GB,HVO
28/11/2024,326.53,truck10,GB,HVO
28/11/2024,195.04,truck9,GB,HVO
28/11/2024,324.79,truck1,GB,HVO
28/11/2024,176.91,0,GB,HVO
28/11/2024,192.14,truck23,GB,HVO
28/11/2024,40.27,0,GB,HVO
28/11/2024,354.73,truck14,GB,HVO
28/11/2024,304.21,truck47,GB,HVO
28/11/2024,32.71,truck32,GB,HVO
29/11/2024,255.47,truck40,GB,HVO
29/11/2024,135.2,truck39,GB,HVO
29/11/2024,53.22,truck29,GB,HVO
29/11/2024,297.69,truck43,GB,HVO
29/11/2024,100.25,truck22,GB,HVO
29/11/2024,150.93,truck33,GB,HVO
29/11/2024,62.7,truck24,GB,HVO
29/11/2024,100.4,truck20,GB,HVO
29/11/2024,60.45,truck30,GB,HVO
29/11/2024,36.06,0,GB,HVO
29/11/2024,122.62,0,GB,HVO
29/11/2024,72.34,truck52,GB,HVO
29/11/2024,246.63,truck52,GB,HVO
29/11/2024,175.1,truck13,GB,HVO
29/11/2024,63.08,truck29,GB,HVO
29/11/2024,259.37,0,GB,HVO
29/11/2024,120.13,truck22,GB,HVO
29/11/2024,290.04,truck45,GB,HVO
29/11/2024,58.18,truck32,GB,HVO
29/11/2024,209.31,truck43,GB,HVO
29/11/2024,215.02,truck28,GB,HVO
01/12/2024,316.77,0,GB,HVO
01/12/2024,451.12,truck12,GB,HVO
02/12/2024,135.59,truck39,GB,HVO
02/12/2024,49.19,truck24,GB,HVO
02/12/2024,38.61,truck30,GB,HVO
02/12/2024,90.39,0,GB,HVO
02/12/2024,362.4,truck4,GB,HVO
02/12/2024,198.74,truck27,GB,HVO
02/12/2024,270.12,truck8,GB,HVO
02/12/2024,322.35,truck25,GB,HVO
02/12/2024,26.55,truck29,GB,HVO
02/12/2024,46.06,truck24,GB,HVO
02/12/2024,79.74,truck22,GB,HVO
02/12/2024,56.39,truck32,GB,HVO
02/12/2024,120.81,truck39,GB,HVO
03/12/2024,180.33,truck33,GB,HVO
03/12/2024,98.61,truck1,GB,HVO
03/12/2024,111,truck34,GB,HVO
03/12/2024,29.04,truck30,GB,HVO
03/12/2024,377.13,0,GB,HVO
03/12/2024,158.39,0,GB,HVO
03/12/2024,57.45,0,GB,HVO
03/12/2024,201.62,0,GB,HVO
03/12/2024,220.47,truck40,GB,HVO
03/12/2024,69.38,truck29,GB,HVO
03/12/2024,302.52,truck27,GB,HVO
03/12/2024,95.47,truck8,GB,HVO
03/12/2024,99.67,truck22,GB,HVO
03/12/2024,327.38,truck16,GB,HVO
03/12/2024,41.96,truck32,GB,HVO
03/12/2024,53.81,truck24,GB,HVO
03/12/2024,240.11,truck28,GB,HVO
03/12/2024,100.1,truck20,GB,HVO
04/12/2024,325.45,truck43,GB,HVO
04/12/2024,120.25,truck34,GB,HVO
04/12/2024,92.41,truck39,GB,HVO
04/12/2024,342.77,truck44,GB,HVO
04/12/2024,56.81,0,GB,HVO
04/12/2024,52.87,truck30,GB,HVO
04/12/2024,249.6,truck7,GB,HVO
04/12/2024,100.55,truck8,GB,HVO
04/12/2024,71.76,truck29,GB,HVO
04/12/2024,246.12,0,GB,HVO
04/12/2024,59.94,0,GB,HVO
04/12/2024,310,truck1,GB,HVO
04/12/2024,46.74,truck24,GB,HVO
04/12/2024,52.65,truck32,GB,HVO
04/12/2024,250.24,truck45,GB,HVO
04/12/2024,48.16,truck31,GB,HVO
04/12/2024,129.77,truck22,GB,HVO
05/12/2024,136.57,truck34,GB,HVO
05/12/2024,341.1,truck13,GB,HVO
05/12/2024,195.87,truck20,GB,HVO
05/12/2024,240,truck9,GB,HVO
05/12/2024,313.05,truck46,GB,HVO
05/12/2024,240.93,truck17,GB,HVO
05/12/2024,267.21,truck4,GB,HVO
05/12/2024,214.88,truck33,GB,HVO
05/12/2024,275.25,truck43,GB,HVO
05/12/2024,33.82,truck24,GB,HVO
05/12/2024,73.07,truck31,GB,HVO
05/12/2024,114.19,truck22,GB,HVO
05/12/2024,45.3,truck32,GB,HVO
06/12/2024,43.81,truck30,GB,HVO
06/12/2024,215.74,truck7,GB,HVO
06/12/2024,61.25,truck29,GB,HVO
06/12/2024,198.66,truck54,GB,HVO
06/12/2024,258.39,0,GB,HVO
06/12/2024,285.08,truck10,GB,HVO
06/12/2024,317.64,truck47,GB,HVO
06/12/2024,381.93,truck5,GB,HVO
06/12/2024,65.38,truck31,GB,HVO
06/12/2024,310.09,truck45,GB,HVO
06/12/2024,49.55,0,GB,HVO
09/12/2024,292.71,truck1,GB,HVO
09/12/2024,59.13,truck30,GB,HVO
09/12/2024,42.47,truck32,GB,HVO
09/12/2024,331.92,truck8,GB,HVO
09/12/2024,315.47,truck48,GB,HVO
09/12/2024,285.04,truck6,GB,HVO
09/12/2024,356.68,truck3,GB,HVO
09/12/2024,260.56,0,GB,HVO
09/12/2024,330.03,0,GB,HVO
09/12/2024,72.56,truck24,GB,HVO
09/12/2024,63.77,truck31,GB,HVO
09/12/2024,25.45,truck32,GB,HVO
09/12/2024,91.78,truck22,GB,HVO
09/12/2024,140.45,truck20,GB,HVO
09/12/2024,228.6,truck40,GB,HVO
10/12/2024,263.2,truck7,GB,HVO
10/12/2024,91.12,truck34,GB,HVO
10/12/2024,329.88,truck43,GB,HVO
10/12/2024,175.13,truck39,GB,HVO
10/12/2024,67.97,truck30,GB,HVO
10/12/2024,73.39,truck29,GB,HVO
10/12/2024,158.71,0,GB,HVO
10/12/2024,182.01,truck10,GB,HVO
10/12/2024,132.05,truck27,GB,HVO
10/12/2024,226.01,truck45,GB,HVO
10/12/2024,134.78,truck34,GB,HVO
10/12/2024,45.84,truck30,GB,HVO
10/12/2024,37.01,truck24,GB,HVO
10/12/2024,238.65,truck1,GB,HVO
10/12/2024,81.3,truck22,GB,HVO
10/12/2024,72.56,truck31,GB,HVO
10/12/2024,90.09,0,GB,HVO
10/12/2024,280.01,truck13,GB,HVO
11/12/2024,191.95,truck7,GB,HVO
11/12/2024,162.03,truck39,GB,HVO
11/12/2024,132.66,truck23,GB,HVO
11/12/2024,204.25,truck54,GB,HVO
11/12/2024,57.08,truck29,GB,HVO
11/12/2024,127.8,0,GB,HVO
11/12/2024,129.82,truck27,GB,HVO
11/12/2024,156.07,truck1,GB,HVO
11/12/2024,49.1,truck31,GB,HVO
11/12/2024,46.6,truck24,GB,HVO
11/12/2024,30.19,truck32,GB,HVO
11/12/2024,64.99,0,GB,HVO
11/12/2024,190.02,truck20,GB,HVO
11/12/2024,171.25,truck22,GB,HVO
11/12/2024,40.06,0,GB,HVO
12/12/2024,273.97,truck43,GB,HVO
12/12/2024,109.55,truck34,GB,HVO
12/12/2024,152.59,truck7,GB,HVO
12/12/2024,118.01,truck39,GB,HVO
12/12/2024,64.26,truck29,GB,HVO
12/12/2024,180.13,truck12,GB,HVO
12/12/2024,313.17,truck46,GB,HVO
12/12/2024,177.35,truck23,GB,HVO
12/12/2024,144.32,truck27,GB,HVO
12/12/2024,93.86,truck43,GB,HVO
12/12/2024,44.77,truck24,GB,HVO
12/12/2024,124.36,truck22,GB,HVO
12/12/2024,31.26,truck32,GB,HVO
12/12/2024,56.96,0,GB,HVO
12/12/2024,210,truck50,GB,HVO
13/12/2024,46.43,truck31,GB,HVO
13/12/2024,61.04,truck29,GB,HVO
13/12/2024,172.46,truck33,GB,HVO
13/12/2024,76.02,truck30,GB,HVO
13/12/2024,102.34,truck13,GB,HVO
13/12/2024,146.65,truck34,GB,HVO
13/12/2024,229.17,0,GB,HVO
13/12/2024,149.02,truck26,GB,HVO
13/12/2024,315.02,truck45,GB,HVO
13/12/2024,53.09,truck32,GB,HVO
13/12/2024,337.15,truck28,GB,HVO
13/12/2024,197.37,truck43,GB,HVO
13/12/2024,135.44,truck46,GB,HVO
15/12/2024,231.91,truck6,GB,HVO
15/12/2024,330.19,truck14,GB,HVO
16/12/2024,71.95,truck31,GB,HVO
16/12/2024,128.97,truck23,GB,HVO
16/12/2024,181.88,0,GB,HVO
16/12/2024,70.44,0,GB,HVO
16/12/2024,375.52,truck12,GB,HVO
16/12/2024,115.24,truck22,GB,HVO
16/12/2024,49.09,truck30,GB,HVO
16/12/2024,109.39,truck34,GB,HVO
16/12/2024,63.43,truck24,GB,HVO
16/12/2024,107.84,truck33,GB,HVO
16/12/2024,71.23,0,GB,HVO
16/12/2024,100.18,truck20,GB,HVO
16/12/2024,139.25,0,GB,HVO
16/12/2024,78.05,truck29,GB,HVO
16/12/2024,260.01,truck17,GB,HVO
16/12/2024,325.48,truck1,GB,HVO
16/12/2024,200.01,truck45,GB,HVO
16/12/2024,24.32,0,GB,HVO
16/12/2024,134.34,truck22,GB,HVO
16/12/2024,58.78,truck32,GB,HVO
16/12/2024,40.03,0,GB,HVO
16/12/2024,168.73,truck13,GB,HVO
17/12/2024,60.69,truck31,GB,HVO
17/12/2024,29.75,truck24,GB,HVO
17/12/2024,120.52,truck34,GB,HVO
17/12/2024,109.61,truck33,GB,HVO
17/12/2024,123.04,truck20,GB,HVO
17/12/2024,189.61,truck23,GB,HVO
17/12/2024,133,truck26,GB,HVO
17/12/2024,66.96,truck30,GB,HVO
17/12/2024,193.86,0,GB,HVO
17/12/2024,277.58,truck27,GB,HVO
17/12/2024,50.68,truck23,GB,HVO
17/12/2024,113.73,truck22,GB,HVO
17/12/2024,45.28,truck32,GB,HVO
17/12/2024,234.75,truck28,GB,HVO
17/12/2024,15.24,truck28,GB,HVO
18/12/2024,71.85,truck31,GB,HVO
18/12/2024,56,truck24,GB,HVO
18/12/2024,108.53,truck33,GB,HVO
18/12/2024,336.12,truck8,GB,HVO
18/12/2024,190.9,truck1,GB,HVO
18/12/2024,61.15,truck30,GB,HVO
18/12/2024,98.23,truck33,GB,HVO
18/12/2024,128.6,truck22,GB,HVO
18/12/2024,44.8,truck24,GB,HVO
18/12/2024,44.25,truck32,GB,HVO
18/12/2024,300.03,truck17,GB,HVO
19/12/2024,89.56,truck34,GB,HVO
19/12/2024,151.83,truck40,GB,HVO
19/12/2024,65.57,truck31,GB,HVO
19/12/2024,150.02,truck20,GB,HVO
19/12/2024,51.02,truck29,GB,HVO
19/12/2024,233,0,GB,HVO
19/12/2024,280.13,truck45,GB,HVO
19/12/2024,50.7,truck24,GB,HVO
19/12/2024,135.1,truck22,GB,HVO
19/12/2024,277.2,truck43,GB,HVO
19/12/2024,113.78,truck33,GB,HVO
19/12/2024,216.25,truck23,GB,HVO
20/12/2024,0.05,truck31,GB,HVO
20/12/2024,75.59,truck31,GB,HVO
20/12/2024,340,truck28,GB,HVO
23/12/2024,37.54,truck29,GB,HVO
23/12/2024,63.6,truck31,GB,HVO
23/12/2024,46.99,truck24,GB,HVO
23/12/2024,137.1,truck22,GB,HVO
23/12/2024,69.2,truck30,GB,HVO
23/12/2024,63.23,truck32,GB,HVO
23/12/2024,66.74,truck31,GB,HVO
23/12/2024,104.16,truck22,GB,HVO
23/12/2024,58.34,0,GB,HVO
24/12/2024,30.97,0,GB,HVO
31/12/2024,266.53,0,GB,HVO
31/12/2024,407.41,truck52,GB,HVO
